book,chapter_order,heading_id,section_type,pov,scene_idx,paragraph_idx,n_words,text,neg,neu,pos,compound
Words of Radiance,6,chapter_4,chapter,Dalinar,1,43,62,"Dalinar glanced over his shoulder in time to see rock emerging from the water. A long arm! Slender, perhaps fifteen feet long, it *burst* from the water, then slammed back down as if to get a firm purchase on the lakebed. Another arm rose nearby, elbow toward the sky, then they both heaved as if attached to a body doing a push-up.",0.0,1.0,0.0,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,44,50,"A giant body ripped itself out of the rocky floor. It was like someone had been buried in sand and was now emerging. Water streamed from the creature's ridged and pocked back, which was overgrown with bits of shalebark and submarine fungus. The spren had somehow animated the stone itself.",0.0,0.951,0.049,0.3612
Words of Radiance,6,chapter_4,chapter,Dalinar,1,45,45,"As it stood and twisted about, Dalinar could make out glowing red eyes---like molten rock---set deep in an evil stone face. The body was skeletal, with thin bony limbs and spiky fingers that ended in rocky claws. The chest was a rib cage of stone.",0.082,0.872,0.046,-0.4404
Words of Radiance,6,chapter_4,chapter,Dalinar,1,46,6,"""Thunderclast!"" soldiers yelled. ""Hammers! Ready hammers!""",0.0,0.597,0.403,0.5229
Words of Radiance,6,chapter_4,chapter,Dalinar,1,47,60,"The knight stood before the rising creature, which stood thirty feet tall, dripping water. A calm, white light began to rise from her. It reminded Dalinar of the light of spheres. Stormlight. She raised her Shardblade and charged, stepping through the water with uncanny ease, as if it had no purchase on her. Perhaps it was the strength of Shardplate.",0.06,0.821,0.119,0.6124
Words of Radiance,6,chapter_4,chapter,Dalinar,1,48,11,"""They were created to watch,"" a voice said from beside him.",0.0,0.833,0.167,0.25
Words of Radiance,6,chapter_4,chapter,Dalinar,1,49,33,"Dalinar looked to the soldier who had helped him rise earlier, a long-faced Selay man with a balding scalp and a wide nose. Dalinar reached down to help the man to his feet.",0.0,0.883,0.117,0.4767
Words of Radiance,6,chapter_4,chapter,Dalinar,1,50,30,"This wasn't how the man had spoken before, but Dalinar recognized the voice. It was the same one that came at the end of most of the visions. The Almighty.",0.0,0.914,0.086,0.4109
Words of Radiance,6,chapter_4,chapter,Dalinar,1,51,44,"""The Knights Radiant,"" the Almighty said, standing up beside Dalinar, watching the knight attack the nightmare beast. ""They were a solution, a way to offset the destruction of the Desolations. Ten orders of knights, founded with the purpose of helping men fight, then rebuild.""",0.171,0.691,0.138,-0.4215
Words of Radiance,6,chapter_4,chapter,Dalinar,1,52,19,"Dalinar repeated it, word for word, focused on catching every one and not on thinking about what they meant.",0.0,0.874,0.126,0.3818
Words of Radiance,6,chapter_4,chapter,Dalinar,1,53,90,"The Almighty turned to him. ""I was surprised when these orders arrived. I did not teach my Heralds this. It was the spren---wishing to imitate what I had given men---who made it possible. You will need to refound them. This is *your* task. Unite them. Create a fortress that can weather the storm. Vex Odium, convince him that he can lose, and appoint a champion. He will take that chance instead of risking defeat again, as he has suffered so often. This is the best advice I can give you.""",0.1,0.74,0.16,0.7003
Words of Radiance,6,chapter_4,chapter,Dalinar,1,54,33,"Dalinar finished repeating the words. Beyond him, the fight began in earnest, water splashing, rock grinding. Soldiers approached bearing hammers, and unexpectedly, these men now also glowed with Stormlight, though far more faintly.",0.07,0.84,0.089,0.1779
Words of Radiance,6,chapter_4,chapter,Dalinar,1,55,38,"""You were surprised by the coming of the knights,"" Dalinar said to the Almighty. ""And this force, this enemy, managed to kill you. You were never God. God knows everything. God cannot be killed. So who *were* you?""",0.244,0.607,0.149,-0.7062
Words of Radiance,6,chapter_4,chapter,Dalinar,1,56,44,"The Almighty did not answer. He couldn't. Dalinar had realized that these visions were some kind of predetermined experience, like a play. The people in them could react to Dalinar, like actors who could improvise to an extent. The Almighty himself never did this.",0.0,0.811,0.189,0.8074
Words of Radiance,6,chapter_4,chapter,Dalinar,1,57,47,"""I will do what I can,"" Dalinar said. ""I will refound them. I will prepare. You have told me many things, but there is one I have figured out on my own. If you could be killed, then the other like you---your enemy---probably can be as well.""",0.172,0.736,0.092,-0.7964
Words of Radiance,6,chapter_4,chapter,Dalinar,1,58,44,"The darkness came upon Dalinar. The yelling and splashing faded. Had this vision occurred during a Desolation, or between? These visions never told him *enough*. As the darkness evaporated he found himself lying in a small stone chamber within his complex in the warcamps.",0.146,0.772,0.082,-0.5023
Words of Radiance,6,chapter_4,chapter,Dalinar,1,59,49,"Navani knelt beside him, clipboard held before her, pen moving as she scribbled. Storms, she was beautiful. Mature, lips painted red, hair wound about her head in a complex braid that sparkled with rubies. Bloodred dress. She looked at him, noting that he was blinking back awake, and smiled.",0.0,0.819,0.181,0.8807
Words of Radiance,6,chapter_4,chapter,Dalinar,1,60,4,"""It was---"" he began.",0.0,1.0,0.0,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,61,42,"""Hush,"" she said, still writing. ""That last part sounded important."" She wrote for a moment, then finally removed pen from pad, the latter held through the cloth of her sleeve. ""I think I got it all. It's hard when you change languages.""",0.032,0.926,0.042,0.1027
Words of Radiance,6,chapter_4,chapter,Dalinar,1,62,5,"""I changed languages?"" he asked.",0.0,1.0,0.0,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,63,49,"""At the end. Before, you were speaking Selay. An ancient form of it, certainly, but we have records of that. I hope my translators can make sense of my transcription; my command of that language is rusty. You do need to speak more slowly when you do this, dearest.""",0.0,0.801,0.199,0.9086
Words of Radiance,6,chapter_4,chapter,Dalinar,1,64,48,"""That can be hard, in the moment,"" Dalinar said, rising. Compared to what he'd felt in the vision, the air here was cold. Rain pelted the room's closed shutters, though he knew from experience that an end to his vision meant that the storm had nearly spent itself.",0.028,0.893,0.079,0.3818
Words of Radiance,6,chapter_4,chapter,Dalinar,1,65,52,"Feeling drained, he walked to a seat beside the wall and settled down. Only he and Navani were in the room; he preferred it that way. Renarin and Adolin waited out the storm nearby, in another room of Dalinar's quarters and under the watchful eyes of Captain Kaladin and his bridgeman bodyguards.",0.046,0.926,0.028,-0.25
Words of Radiance,6,chapter_4,chapter,Dalinar,1,66,63,"Perhaps he should invite more scholars in to observe his visions; they could all write down his words, then consult to produce the most accurate version. But storms, he had enough trouble with one person watching him in such a state, raving and thrashing on the ground. He believed in the visions, even depended upon them, but that didn't mean it wasn't embarrassing.",0.051,0.835,0.113,0.3239
Words of Radiance,6,chapter_4,chapter,Dalinar,1,67,14,"Navani sat down beside him, and wrapped her arms around him. ""Was it bad?""",0.212,0.788,0.0,-0.5423
Words of Radiance,6,chapter_4,chapter,Dalinar,1,68,21,"""This one? No. Not bad. Some running, then some fighting. I didn't participate. The vision ended before I needed to help.""",0.158,0.635,0.207,0.3204
Words of Radiance,6,chapter_4,chapter,Dalinar,1,69,4,"""Then why that expression?""",0.0,1.0,0.0,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,70,7,"""I have to refound the Knights Radiant.""",0.0,0.659,0.341,0.4767
Words of Radiance,6,chapter_4,chapter,Dalinar,1,71,12,"""Refound the . . . But how? What does that even mean?""",0.0,1.0,0.0,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,72,27,"""I don't know. I don't *know* anything; I only have hints and shadowy threats. Something dangerous is coming, that much is certain. I have to stop it.""",0.244,0.693,0.063,-0.7184
Words of Radiance,6,chapter_4,chapter,Dalinar,1,73,39,"She rested her head on his shoulder. He stared at the hearth, which crackled softly, giving the small room a warm glow. This was one of the few hearths that hadn't been converted to the new fabrial heating devices.",0.0,0.896,0.104,0.5106
Words of Radiance,6,chapter_4,chapter,Dalinar,1,74,23,"He preferred the real fire, though he wouldn't say it to Navani. She worked so hard to bring new fabrials to them all.",0.169,0.831,0.0,-0.505
Words of Radiance,6,chapter_4,chapter,Dalinar,1,75,11,"""Why you?"" Navani asked. ""Why do you have to do this?""",0.0,1.0,0.0,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,76,20,"""Why is one man born a king, and another a beggar?"" Dalinar asked. ""It is the way of the world.""",0.0,1.0,0.0,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,77,6,"""It is that easy for you?""",0.0,0.633,0.367,0.4404
Words of Radiance,6,chapter_4,chapter,Dalinar,1,78,12,"""Not easy,"" Dalinar said, ""but there is no point in demanding answers.""",0.432,0.568,0.0,-0.7053
Words of Radiance,6,chapter_4,chapter,Dalinar,1,79,9,"""Particularly if the Almighty is dead. . . .""",0.35,0.65,0.0,-0.6486
Words of Radiance,6,chapter_4,chapter,Dalinar,1,80,34,"Perhaps he should not have shared that fact with her. Speaking of just that one idea could brand him a heretic, drive his own ardents from him, give Sadeas a weapon against the Throne.",0.117,0.883,0.0,-0.5
Words of Radiance,6,chapter_4,chapter,Dalinar,1,81,13,"If the Almighty was dead, what did Dalinar worship? What did he believe?",0.261,0.616,0.123,-0.5362
Words of Radiance,6,chapter_4,chapter,Dalinar,1,82,21,"""We should record your memories of the vision,"" Navani said with a sigh, pulling back from him. ""While they are fresh.""",0.0,0.769,0.231,0.5267
Words of Radiance,6,chapter_4,chapter,Dalinar,1,83,67,"He nodded. It was important to have a description to match the transcriptions. He began to recount what he'd seen, speaking slowly enough that she could write it all down. He described the lake, the clothing of the men, the strange fortress in the distance. She claimed there were stories of large structures on the Purelake told by some who lived there. Scholars had considered them mythological.",0.026,0.948,0.026,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,84,53,"Dalinar stood up and paced as he moved on to the description of the unholy thing that had risen from the lake. ""It left behind a hole in the lakebed,"" Dalinar explained. ""Imagine if you were to outline a body on the floor, then watch that body *rip* itself free from the ground.",0.0,0.94,0.06,0.5106
Words of Radiance,6,chapter_4,chapter,Dalinar,1,85,60,"""Imagine the tactical advantage such a thing would have. Spren move quickly and easily. One could slip in behind battle lines, then stand up and start attacking the support staff. That beast's stone body must have been difficult to break. Storms . . . Shardblades. Makes me wonder if *these* are the things the weapons were truly designed to fight.""",0.182,0.684,0.134,-0.5574
Words of Radiance,6,chapter_4,chapter,Dalinar,1,86,5,Navani smiled as she wrote.,0.0,0.533,0.467,0.5423
Words of Radiance,6,chapter_4,chapter,Dalinar,1,87,7,"""What?"" Dalinar asked, stopping in his pacing.",0.211,0.789,0.0,-0.1531
Words of Radiance,6,chapter_4,chapter,Dalinar,1,88,5,"""You are such a soldier.""",0.0,1.0,0.0,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,89,2,"""Yes. And?""",0.0,0.27,0.73,0.4019
Words of Radiance,6,chapter_4,chapter,Dalinar,1,90,11,"""And it's endearing,"" she said, finishing her writing. ""What happened next?""",0.0,1.0,0.0,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,91,73,"""The Almighty spoke to me."" He gave her the monologue as best he could remember while he paced in a slow, restful walk. *I need to sleep more,* he thought. He wasn't the youth he'd been twenty years ago, capable of staying up all night with Gavilar, listening with a cup of wine as his brother made plans, then charging to battle the next day full of vigor and hungering for a contest.",0.032,0.829,0.139,0.8316
Words of Radiance,6,chapter_4,chapter,Dalinar,1,92,57,"Once he was done with his narrative, Navani rose, tucking her writing implements away. She'd take what he'd said and have her scholars---well, his scholars, which she'd appropriated---work at matching his Alethi words up with the transcriptions she'd recorded. Though, of course, she'd first remove the lines where he mentioned sensitive issues, such as the Almighty's death.",0.06,0.908,0.032,-0.4215
